acousticness,danceability,energy,duration_ms,instrumentalness,valence,tempo,liveness,loudness,speechiness,mode,explicit,key
0.28552025154596605,0.5000133779363818,-0.4693459081589946,-0.23303588922299195,-0.3512768653634103,0.5878092935387861,-0.963778258437746,1.089141790473553,-0.8163876943891604,-0.05383234370996872,0.6749845003342015,-0.3202121678115206,-1.4185732306520935
0.9709080176487972,0.20558569542103533,0.8928960263528636,4.20941561751499,3.748662271786988,-1.2695424941528632,-0.15281187602870852,-0.23712864260881988,0.17958060675000947,-0.10077252731815294,-1.4815155007335354,-0.3202121678115206,-0.8598598668663143
1.3385489649836493,-1.529658305786435,-0.6586492832546478,4.508682268162201,3.721084205842029,-1.641831068337753,-1.257343789511925,4.2948863666940476,-1.0589437871140877,-0.24963996676125122,0.6749845003342015,-0.3202121678115206,-1.1392165487592039
1.2886548364167765,-1.2477594608249325,-1.7180058176134605,-0.2735617267145578,-0.14306246747897866,-1.5109164048881216,-0.05204567543116413,-0.5733062817965442,-2.6341505186411434,-0.3985074062043497,0.6749845003342015,-0.3202121678115206,1.0956369063839129
0.9026318417151818,-0.48976478881733715,-1.0446796952144115,0.27309794495959777,-0.3424059208177822,-0.8972539199679732,-0.6485479942350945,0.08202734396180462,-1.3749103059124794,-0.2174524122870678,-1.4815155007335354,-0.3202121678115206,-1.4185732306520935
1.3621830258837468,0.13041267009796795,-1.711695705110272,-0.5722707462989337,-0.33780957649362253,-1.4659144893273108,-0.9352614236686407,0.03238085716192967,-0.3924173432580276,-0.2710983364107069,0.6749845003342015,-0.3202121678115206,-0.3011465030805351
1.3306709446836167,1.4897915446901016,-0.8962064598452715,-0.784170550176402,3.8405891582701805,1.3569329413053723,-0.4386855871239423,0.18132031756155434,-0.46341427587154266,0.27474894154732066,0.6749845003342015,-0.3202121678115206,0.8162802244910233
0.6505351921141406,0.3621961648440917,-1.5468904138505268,-0.48267337527784887,-0.3509762644446103,-0.11994810573578488,-1.0226257195867117,-0.06691211643782083,-1.7699187355242187,-0.3448614820807106,0.6749845003342015,-0.3202121678115206,-0.02178982118764547
1.3490529920503593,-2.030811807940217,-1.8369328791441413,0.6465295269639231,3.8451855025943398,-1.9985735262379998,-1.5966571756573897,-0.3293292609514446,-3.942867347298773,-0.4964112177299909,0.6749845003342015,-0.3202121678115206,-1.1392165487592039
1.3201669176169066,0.5188066342671487,-0.9333247686875564,-0.41334589339083244,-0.3509376551522873,-0.3531398500054415,-1.13414031491466,-0.4853610766081944,-0.7900403907847117,-0.4655648113588985,0.6749845003342015,-0.3202121678115206,-0.5805031849734247
1.3464269852836819,0.7255324539055846,-1.0966453275936103,-0.5319261389027894,3.307413216667662,1.0214641162156914,0.4896734189812345,-0.6761454330248566,-0.43505572771713574,0.12185805779494921,-1.4815155007335354,-0.3202121678115206,-1.4185732306520935
1.3096628905501966,0.6315661722517504,-0.7811397024341882,-0.363716728798478,-0.33114487722359154,0.20733855288829417,0.366369178183372,0.6919698960745537,0.13432760437595598,-0.4602002189465346,-1.4815155007335354,-0.3202121678115206,-0.8598598668663143
1.291280843183454,0.5313354718209933,-1.2191357467731507,-0.3326706193751147,-0.3464507038230427,0.04369522357625442,-0.1587234931304312,-0.010173274380820295,-0.5911283047938719,-0.5849269925339954,0.6749845003342015,-0.3202121678115206,-0.5805031849734247
1.296532856716809,0.6628882661363619,-0.20951774626299988,-1.310936733683903,-0.3501921281029086,0.13779013793067726,0.22828589463120402,0.08202734396180462,-0.10199363024410171,1.1572243933811832,0.6749845003342015,-0.3202121678115206,-0.5805031849734247
1.1547284913162235,1.1577773495132213,-1.4938112322060593,-0.12616589603057934,-0.3421301401583326,0.41189271452834386,-0.07790900025120087,-0.22294393209456992,-2.033592896023704,-0.2536634110705242,0.6749845003342015,-0.3202121678115206,-1.4185732306520935
1.1914925860497085,-0.08884198709431189,-1.1152044820147526,-0.4770970646494945,-0.33868288191521284,0.8046367048772383,1.3508885467549134,-0.7073517961562065,-0.512689767345512,0.010542765238398139,0.6749845003342015,-0.3202121678115206,-1.4185732306520935
1.3490529920503593,1.1640417682901436,-0.19095859184185737,-0.3542370007302755,3.4085327917991743,1.6146711849718345,0.25401486451711053,-0.6782731396019941,-0.05412600995510292,-0.3126739276065272,0.6749845003342015,-0.3202121678115206,-0.02178982118764547
1.356931012350392,0.5626575657056047,-0.8108343495080162,-0.5964301120962793,2.4203187621048516,0.8741851198348553,-0.7642611812546082,-0.40025281352269454,-0.4060938061977418,-0.4977523658330819,0.6749845003342015,-0.3202121678115206,-0.5805031849734247
1.322792924383584,-0.4145917634942698,-0.09445098885191662,-0.9150186790707386,3.7302768944903493,1.2055628616917362,2.870274908098221,-0.6364282435849566,0.539794505647476,-0.16112419195724684,0.6749845003342015,-0.3202121678115206,0.8162802244910233
1.3201669176169066,-0.8656299154326736,-1.5702749484211662,0.8028474546532686,-0.34981982421265173,-0.6681532589311175,-1.3348329977714368,-0.3009598399229446,-1.1291362219076198,-0.4521533303279887,0.6749845003342015,-0.3202121678115206,0.8162802244910233
1.3096628905501966,0.4498980277210043,-0.9259011069190994,-0.3566487550770388,-0.3413027981799839,-0.27131818534942165,0.27097717495103035,3.3019566306965493,0.04080473280291195,0.45982737977387533,0.6749845003342015,-0.3202121678115206,0.8162802244910233
